승차정류장ID,하차정류장ID,승차정류장명,하차정류장명,위도_x,경도_x,위도_y,경도_y,승객수
8003087,7569,개봉역,국립과학수사연구소입구,37.49397833333333,126.85672,37.522355,126.837035,753
8003087,7614,개봉역,강신중학교,37.49397833333333,126.85672,37.51537333333333,126.84037000000002,1106
8003087,70810,개봉역,메디힐병원,37.49397833333333,126.85672,37.53709166666667,126.82772333333332,120
8003087,75357,개봉역,신월동남부주유소,37.49397833333333,126.85672,37.51939166666667,126.83858333333336,739
8003087,8003082,개봉역,보람쉬움아파트,37.49397833333333,126.85672,37.5298,126.83548166666668,117
8003087,9004275,개봉역,동방아파트.신월종합사회복지관,37.49397833333333,126.85672,37.52147333333333,126.846305,122
8003087,9004279,개봉역,신한은행신월동지점,37.49397833333333,126.85672,37.51790166666667,126.84186166666665,309
8003087,9033976,개봉역,신곡시장.금빛새마을금고,37.49397833333333,126.85672,37.519306666666665,126.84375166666663,199
8501271,7475,롯데몰.김포공항역,서울금융고등학교,37.56237833333333,126.80302333333331,37.53724,126.8271,179
8501271,7486,롯데몰.김포공항역,신월3동주민센터.신월3동우체국,37.56237833333333,126.80302333333331,37.53466,126.828835,174
8501271,7514,롯데몰.김포공항역,서서울호수공원,37.56237833333333,126.80302333333331,37.52903666666667,126.83261666666668,150
8501271,7570,롯데몰.김포공항역,과학수사연구소입구,37.56237833333333,126.80302333333331,37.521905,126.83696166666664,185
8501271,70769,롯데몰.김포공항역,신월중학교입구,37.56237833333333,126.80302333333331,37.53989833333333,126.82528333333332,207
8501271,75336,롯데몰.김포공항역,양서중학교,37.56237833333333,126.80302333333331,37.53154833333333,126.830955,159
8501577,7522,가산디지털단지역1호선,서서울호수공원,37.481675,126.88115333333332,37.52933666666667,126.832865,138
8501577,7569,가산디지털단지역1호선,국립과학수사연구소입구,37.481675,126.88115333333332,37.522355,126.837035,140
8501577,7614,가산디지털단지역1호선,강신중학교,37.481675,126.88115333333332,37.51537333333333,126.84037000000002,188
8501577,75357,가산디지털단지역1호선,신월동남부주유소,37.481675,126.88115333333332,37.51939166666667,126.83858333333336,120
9003391,7522,개봉1동사거리.개봉푸르지오아파트,서서울호수공원,37.50141333333333,126.84679166666668,37.52933666666667,126.832865,135
9003391,7569,개봉1동사거리.개봉푸르지오아파트,국립과학수사연구소입구,37.50141333333333,126.84679166666668,37.522355,126.837035,111
9003391,7614,개봉1동사거리.개봉푸르지오아파트,강신중학교,37.50141333333333,126.84679166666668,37.51537333333333,126.84037000000002,163
9003391,75357,개봉1동사거리.개봉푸르지오아파트,신월동남부주유소,37.50141333333333,126.84679166666668,37.51939166666667,126.83858333333336,134
9003491,7539,김안과병원,신월동우성상가,37.52046333333333,126.90284333333332,37.52171666666666,126.83399,160
9003491,7558,김안과병원,신월문화체육센터,37.52046333333333,126.90284333333332,37.52011666666667,126.83619833333331,102
9003491,10110,김안과병원,신월2동주민센터입구.경창전통시장,37.52046333333333,126.90284333333332,37.523035,126.84601666666669,205
9003491,10137,김안과병원,양강중학교,37.52046333333333,126.90284333333332,37.52385,126.84950166666668,148
9003491,75325,김안과병원,강서초등학교,37.52046333333333,126.90284333333332,37.522025,126.841675,188
9003491,9004276,김안과병원,신곡시장.금빛새마을금고,37.52046333333333,126.90284333333332,37.51969,126.84375833333334,123
9003518,7539,신정역(은행정).신정4동주민센터,신월동우성상가,37.52480166666667,126.85377333333332,37.52171666666666,126.83399,490
9003518,7558,신정역(은행정).신정4동주민센터,신월문화체육센터,37.52480166666667,126.85377333333332,37.52011666666667,126.83619833333331,360
9003518,7593,신정역(은행정).신정4동주민센터,한빛종합사회복지관,37.52480166666667,126.85377333333332,37.521341666666665,126.83874333333333,331
9003518,10110,신정역(은행정).신정4동주민센터,신월2동주민센터입구.경창전통시장,37.52480166666667,126.85377333333332,37.523035,126.84601666666669,730
9003518,10137,신정역(은행정).신정4동주민센터,양강중학교,37.52480166666667,126.85377333333332,37.52385,126.84950166666668,471
9003518,75325,신정역(은행정).신정4동주민센터,강서초등학교,37.52480166666667,126.85377333333332,37.522025,126.841675,638
9003518,9004276,신정역(은행정).신정4동주민센터,신곡시장.금빛새마을금고,37.52480166666667,126.85377333333332,37.51969,126.84375833333334,129
9003518,9033324,신정역(은행정).신정4동주민센터,신월시영아파트.강월초등학교,37.52480166666667,126.85377333333332,37.51593666666667,126.835305,121
